# tracer: function
#
# entries-in-buffer/entries-written: 9051/50520961   #P:8
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| / _-=> migrate-disable
#                              |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756819: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756820: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756821: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756822: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756823: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756824: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756825: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756826: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756827: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756828: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
            nano-11521   [005] ...1. 13597.756829: free_swap_cache <-free_pages_and_swap_cache
